Id,Area,Bedrooms,Bathrooms,Floors,YearBuilt,Location,Condition,Garage,Price,HouseAge
1406,2076,4,1,1,1907,Downtown,Fair,0,726923,118
1407,2948,3,4,1,1988,Rural,Poor,0,908440,37
1408,3436,4,2,2,1995,Downtown,Fair,0,445991,30
1409,3617,1,4,3,1989,Downtown,Fair,0,983332,36
1410,1091,5,2,2,2015,Suburban,Good,0,553528,10
1411,3220,5,1,1,1985,Suburban,Fair,0,569149,40
1412,1213,2,2,1,1930,Rural,Excellent,0,854406,95
1413,1435,2,4,3,2006,Downtown,Excellent,1,727748,19
1414,4837,5,4,1,1909,Suburban,Excellent,0,654879,116
1415,501,1,1,1,1955,Suburban,Poor,0,302990,70
1416,3348,3,4,1,2020,Urban,Excellent,1,330759,5
1417,4544,3,2,3,1975,Downtown,Good,0,72838,50
1418,2449,1,1,2,2016,Suburban,Excellent,0,352872,9
1419,1417,3,2,1,1991,Rural,Poor,1,690537,34
1420,3674,4,4,3,1969,Urban,Good,1,652288,56
1421,2741,5,1,1,2022,Urban,Excellent,0,364942,3
1422,589,5,2,3,1919,Downtown,Good,1,515992,106
1423,2209,1,4,1,1904,Downtown,Good,0,987126,121
1424,2669,3,4,3,1922,Urban,Poor,0,194608,103
1425,4738,2,3,1,1908,Rural,Poor,0,186772,117
1426,3541,2,4,2,1957,Downtown,Good,1,744199,68
1427,605,3,2,1,1958,Downtown,Excellent,0,846680,67
1428,1386,2,1,3,1992,Urban,Poor,0,95291,33
1429,927,1,3,1,1979,Urban,Good,1,919061,46
1430,2395,1,4,2,1953,Downtown,Fair,0,265963,72
1431,816,3,4,1,1945,Suburban,Fair,0,175612,80
1432,1134,2,4,3,1921,Downtown,Poor,0,591465,104
1433,2425,1,2,3,1963,Suburban,Excellent,0,462699,62
1434,2556,1,3,2,1907,Urban,Fair,0,93815,118
1435,3644,4,2,3,2022,Suburban,Fair,0,874965,3
1436,2770,4,3,1,1919,Rural,Fair,1,836458,106
1437,1939,1,1,1,1950,Urban,Excellent,0,154997,75
1438,1052,3,2,1,1977,Downtown,Excellent,0,110611,48
1439,1215,5,2,3,1938,Downtown,Poor,1,661530,87
1440,4411,5,1,1,1936,Urban,Poor,0,467876,89
1441,2213,1,3,1,1949,Urban,Fair,0,760463,76
1442,3889,1,4,1,1933,Rural,Excellent,1,417057,92
1443,1607,1,1,2,1974,Urban,Good,1,92082,51
1444,4706,3,4,3,2017,Downtown,Fair,1,197330,8
1445,750,4,4,3,2003,Rural,Poor,1,677901,22
1446,2930,1,1,3,1932,Downtown,Excellent,1,934747,93
1447,2554,1,3,2,1930,Suburban,Poor,1,926122,95
1448,958,2,4,3,2022,Urban,Poor,1,145220,3
1449,707,3,1,2,1953,Suburban,Excellent,0,589677,72
1450,1399,1,2,2,1943,Downtown,Fair,0,141860,82
1451,3961,2,2,3,1933,Suburban,Excellent,0,733045,92
1452,3885,5,2,1,2013,Suburban,Fair,1,502436,12
1453,521,1,1,1,1970,Downtown,Poor,0,994699,55
1454,909,1,2,3,2021,Downtown,Excellent,1,71797,4
1455,1394,2,4,3,2012,Urban,Good,0,948407,13
1456,1014,3,2,2,2017,Suburban,Fair,0,933601,8
1457,4609,1,2,3,1961,Rural,Good,0,820227,64
1458,2634,5,4,2,1922,Rural,Fair,0,640620,103
1459,4095,1,2,3,1945,Downtown,Excellent,1,810943,80
1460,3456,5,4,1,1955,Downtown,Good,1,274997,70
1461,2060,4,2,1,1906,Suburban,Excellent,0,506123,119
1462,1766,4,4,3,2017,Downtown,Fair,1,450404,8
1463,2669,5,2,2,1988,Rural,Fair,1,335840,37
1464,4138,3,4,1,1960,Urban,Fair,0,52024,65
1465,1249,1,1,2,1902,Urban,Fair,1,479201,123
1466,3927,1,4,3,2022,Suburban,Poor,1,711944,3
1467,2427,4,2,3,1937,Urban,Fair,1,403142,88
1468,4304,5,2,1,1983,Downtown,Good,1,208116,42
1469,4202,1,3,3,1933,Downtown,Fair,0,831627,92
1470,2856,1,4,1,2012,Downtown,Excellent,0,317429,13
1471,2835,3,1,2,1943,Downtown,Poor,1,506331,82
1472,806,2,4,1,2007,Suburban,Good,0,843802,18
1473,4165,4,4,1,1929,Urban,Poor,0,67903,96
1474,2489,4,1,2,1916,Rural,Poor,0,737859,109
1475,1161,2,4,1,1958,Urban,Poor,1,934336,67
1476,811,1,1,1,1909,Downtown,Excellent,1,859427,116
1477,3420,3,1,3,1998,Rural,Poor,0,417304,27
1478,1582,3,4,2,1983,Suburban,Poor,0,478416,42
1479,3471,4,4,1,1917,Downtown,Fair,1,662665,108
1480,1254,3,2,2,1944,Downtown,Excellent,0,251474,81
1481,4630,2,2,2,2007,Rural,Good,1,456782,18
1482,852,1,3,1,1990,Suburban,Good,0,874254,35
1483,1402,2,3,3,1958,Rural,Good,1,419556,67
1484,4388,5,4,2,1961,Suburban,Excellent,1,887654,64
1485,658,4,1,1,1958,Downtown,Good,1,930520,67
1486,2477,3,3,2,1948,Urban,Excellent,1,543301,77
1487,1456,5,4,3,1999,Downtown,Fair,0,402594,26
1488,2571,3,3,3,1962,Urban,Fair,1,493884,63
1489,903,1,1,3,1986,Urban,Excellent,0,683654,39
1490,3279,1,4,1,1931,Suburban,Good,1,422222,94
1491,1887,1,1,1,1909,Rural,Excellent,1,638141,116
1492,3953,3,4,3,1910,Suburban,Excellent,0,235715,115
1493,1455,5,3,1,2001,Downtown,Poor,0,960226,24
1494,2212,1,2,3,1969,Rural,Excellent,0,203405,56
1495,1773,5,3,1,2022,Urban,Poor,1,459174,3
1496,4311,3,3,3,2004,Urban,Fair,1,626730,21
1497,3125,5,2,2,1961,Downtown,Poor,0,464170,64
1498,2882,3,2,3,1946,Rural,Excellent,1,280755,79
1499,1941,3,4,3,1933,Downtown,Fair,0,583963,92
1500,3479,4,4,1,1999,Downtown,Poor,1,139590,26
1501,2297,3,1,1,2000,Suburban,Excellent,1,420714,25
1502,4890,3,1,1,1916,Downtown,Fair,1,343805,109
1503,4509,2,3,1,2003,Rural,Poor,0,638577,22
1504,1894,1,2,1,2003,Downtown,Excellent,1,67184,22
1505,4781,4,1,1,1953,Rural,Excellent,0,884395,72
1506,1769,4,3,2,1975,Urban,Good,0,731182,50
1507,4214,4,2,3,1984,Downtown,Good,1,505519,41
1508,1029,2,4,3,1939,Rural,Poor,0,257537,86
1509,4123,3,3,3,1918,Urban,Poor,0,841699,107
1510,3458,1,4,2,1966,Rural,Poor,1,233719,59
1511,3414,5,1,3,1981,Urban,Excellent,0,899246,44
1512,4091,3,1,2,1952,Suburban,Poor,0,872457,73
1513,2647,2,2,2,2014,Downtown,Excellent,1,171246,11
1514,3869,3,3,2,1963,Downtown,Poor,1,389749,62
1515,1439,3,4,3,1982,Urban,Excellent,1,706341,43
1516,1025,2,2,2,1946,Suburban,Excellent,0,879868,79
1517,501,4,1,3,1905,Rural,Good,0,723832,120
1518,874,4,1,3,1915,Suburban,Fair,1,200408,110
1519,2840,1,3,1,1971,Rural,Excellent,0,730947,54
1520,4505,1,4,1,2011,Rural,Poor,1,913624,14
1521,3552,4,3,2,1917,Downtown,Good,1,287439,108
1522,2865,5,4,2,1951,Urban,Poor,1,957023,74
1523,2025,3,4,3,1947,Downtown,Poor,0,396655,78
1524,4976,5,3,2,1942,Downtown,Excellent,0,583953,83
1525,2146,3,2,2,1938,Downtown,Excellent,1,732457,87
1526,513,4,3,3,1948,Rural,Fair,1,927709,77
1527,2778,1,3,2,2012,Downtown,Excellent,0,626762,13
1528,3655,1,1,2,1911,Rural,Excellent,1,777333,114
1529,629,5,1,3,2008,Urban,Fair,0,468401,17
1530,4314,1,3,3,1909,Rural,Poor,1,125911,116
1531,3716,4,3,1,1970,Rural,Fair,1,142643,55
1532,3438,5,1,3,2009,Suburban,Fair,0,866916,16
1533,4428,3,4,1,1954,Downtown,Fair,0,309383,71
1534,2540,1,3,2,1900,Downtown,Good,0,413309,125
1535,527,2,2,3,1948,Downtown,Poor,0,226682,77
1536,2613,1,2,3,1935,Downtown,Good,0,756167,90
1537,1752,3,2,3,1920,Suburban,Good,1,862267,105
1538,4856,5,3,2,1936,Suburban,Excellent,1,800639,89
1539,2546,3,4,1,2015,Suburban,Fair,0,146453,10
1540,4523,2,4,2,1923,Suburban,Fair,0,628078,102
1541,4896,4,1,2,1954,Downtown,Good,1,782320,71
1542,3874,1,3,3,1924,Rural,Excellent,1,846075,101
1543,3966,5,4,1,1906,Urban,Excellent,0,387990,119
1544,3581,4,3,2,2005,Suburban,Excellent,0,462167,20
1545,4278,3,1,3,1980,Rural,Poor,1,535320,45
1546,1129,5,1,2,1992,Suburban,Good,0,458449,33
1547,769,4,1,2,1993,Downtown,Poor,1,587488,32
1548,3139,5,2,3,1970,Downtown,Excellent,1,626563,55
1549,2493,2,3,3,1996,Rural,Excellent,0,519284,29
1550,3391,2,1,1,1970,Rural,Excellent,1,925433,55
1551,3932,1,3,2,2021,Rural,Fair,1,726651,4
1552,1780,1,2,3,1923,Downtown,Good,1,354592,102
1553,2860,2,2,3,1910,Downtown,Fair,0,998084,115
1554,1075,5,1,1,1972,Urban,Poor,1,665973,53
1555,1807,2,1,1,1911,Rural,Fair,0,464562,114
1556,3692,1,4,3,1934,Urban,Good,1,847051,91
1557,3678,2,3,1,1962,Suburban,Fair,1,679742,63
1558,3234,2,1,3,1967,Urban,Excellent,1,576054,58
1559,2712,5,4,2,1999,Suburban,Poor,1,839981,26
1560,2852,4,3,1,1991,Suburban,Poor,1,724053,34
1561,4068,1,1,2,1956,Urban,Excellent,0,505235,69
1562,2155,5,4,2,1912,Rural,Excellent,0,540674,113
1563,2079,2,4,2,1922,Suburban,Excellent,1,830644,103
1564,2703,2,3,3,1982,Rural,Good,0,944370,43
1565,1890,4,4,2,2005,Downtown,Fair,0,964105,20
1566,2242,1,3,2,2000,Suburban,Poor,1,543496,25
1567,2425,1,3,2,1938,Downtown,Fair,0,884760,87
1568,1119,3,3,3,1987,Urban,Excellent,0,520917,38
1569,1774,1,2,2,1979,Rural,Excellent,0,270172,46
1570,1456,4,4,2,1996,Urban,Fair,0,75301,29
1571,2439,3,3,1,1911,Suburban,Poor,1,619051,114
1572,4453,3,1,3,1933,Downtown,Good,0,201837,92
1573,2881,2,2,2,1970,Suburban,Fair,1,881219,55
1574,1468,2,2,1,1974,Urban,Excellent,1,957107,51
1575,1816,1,4,3,1930,Rural,Excellent,0,57425,95
1576,1543,3,3,3,1992,Rural,Good,1,325001,33
1577,781,2,4,3,1961,Suburban,Fair,0,233843,64
1578,3344,4,2,3,1912,Suburban,Good,1,405143,113
1579,1558,2,3,3,1930,Downtown,Good,0,465660,95
1580,4793,2,1,3,1901,Urban,Poor,0,833849,124
1581,3032,3,3,2,2002,Suburban,Poor,1,615745,23
1582,4328,3,2,2,1914,Downtown,Excellent,0,545496,111
1583,1508,5,1,2,1956,Suburban,Fair,0,785101,69
1584,1729,4,3,2,1974,Rural,Poor,0,443920,51
1585,1535,3,1,1,1933,Downtown,Excellent,0,579740,92
1586,775,1,1,2,2002,Downtown,Fair,1,161153,23
1587,3240,4,2,3,1967,Suburban,Excellent,1,875294,58
1588,2789,4,1,2,1974,Urban,Poor,1,242543,51
1589,1739,3,4,2,1928,Rural,Excellent,0,529274,97
1590,625,4,2,3,1965,Urban,Fair,1,330444,60
1591,4565,3,4,2,1915,Downtown,Fair,0,977070,110
1592,4812,2,1,2,1938,Urban,Excellent,0,450717,87
1593,4368,5,4,2,1976,Downtown,Fair,0,51845,49
1594,1708,2,3,1,1936,Urban,Excellent,1,169342,89
1595,3749,3,1,2,1980,Suburban,Fair,1,875613,45
1596,1418,3,3,3,1920,Urban,Excellent,1,500479,105
1597,4423,2,4,3,1943,Downtown,Excellent,1,811654,82
1598,4903,1,3,2,2023,Rural,Excellent,0,813292,2
1599,2469,1,1,2,1918,Rural,Good,1,768398,107
1600,3293,1,3,2,1970,Rural,Fair,1,298850,55
1601,1391,3,4,3,2001,Downtown,Poor,1,788650,24
1602,4970,4,4,3,1907,Urban,Excellent,1,297688,118
1603,2533,3,4,1,1976,Rural,Good,0,608692,49
1604,1864,4,1,1,2000,Rural,Poor,1,596852,25
1605,628,2,4,1,1965,Rural,Excellent,1,672186,60
1606,1514,5,1,3,1940,Suburban,Poor,1,330371,85
1607,2299,4,3,1,1974,Downtown,Good,0,570919,51
1608,2018,1,4,2,1987,Downtown,Poor,1,145259,38
1609,4681,3,3,2,1969,Downtown,Excellent,1,174451,56
1610,1698,2,2,3,1960,Downtown,Poor,1,490691,65
1611,4373,1,3,1,1925,Downtown,Poor,0,67215,100
1612,2974,2,2,2,1970,Suburban,Excellent,0,180577,55
1613,3985,5,3,3,2020,Urban,Good,1,832680,5
1614,4549,3,1,1,2002,Suburban,Good,1,121074,23
1615,4219,3,3,2,1982,Rural,Poor,0,989203,43
1616,802,5,1,1,1969,Suburban,Fair,0,682909,56
1617,4452,3,1,3,2006,Downtown,Poor,0,979958,19
1618,1486,4,4,1,1928,Suburban,Fair,0,753577,97
1619,2363,2,1,3,2006,Downtown,Poor,0,156759,19
1620,4940,1,2,1,2002,Suburban,Good,1,178471,23
1621,3572,5,4,2,1965,Downtown,Poor,1,858143,60
1622,3624,4,4,3,1918,Rural,Poor,1,458275,107
1623,1827,1,3,3,1967,Downtown,Fair,1,622686,58
1624,2908,1,1,3,1957,Suburban,Good,0,837718,68
1625,4173,5,1,1,1969,Rural,Fair,0,215369,56
1626,3791,4,2,1,2012,Suburban,Poor,0,682592,13
1627,4533,1,3,2,1956,Rural,Excellent,0,154959,69
1628,1203,1,3,3,1936,Urban,Poor,0,289317,89
1629,1074,4,4,3,1960,Urban,Poor,1,731845,65
1630,3732,3,4,1,1991,Urban,Fair,1,372111,34
1631,3132,1,4,1,1929,Suburban,Excellent,1,934235,96
1632,4328,2,2,2,1970,Suburban,Excellent,1,179745,55
1633,3730,4,2,2,1972,Rural,Fair,1,104583,53
1634,988,1,4,1,1924,Rural,Good,0,698365,101
1635,1847,5,3,3,1996,Rural,Excellent,0,494846,29
1636,4181,2,2,2,1964,Rural,Excellent,0,161359,61
1637,3673,1,3,1,2014,Downtown,Fair,0,601374,11
1638,2167,2,3,1,1905,Urban,Good,0,721844,120
1639,2137,2,1,3,1917,Downtown,Good,1,773983,108
1640,4614,3,4,1,1909,Downtown,Poor,1,678420,116
1641,4053,2,1,1,1991,Downtown,Poor,1,565329,34
1642,1500,3,4,2,1910,Downtown,Fair,0,109263,115
1643,1350,4,4,1,1996,Urban,Good,0,724035,29
1644,1888,3,3,1,1964,Downtown,Fair,0,956587,61
1645,4212,5,4,2,1976,Rural,Poor,0,110664,49
1646,1867,1,3,3,2000,Suburban,Fair,1,467896,25
1647,1321,4,3,3,1983,Rural,Fair,0,984581,42
1648,954,4,4,2,1964,Suburban,Excellent,1,956906,61
1649,2124,5,3,2,1951,Rural,Excellent,0,389112,74
1650,3272,3,3,3,1966,Rural,Excellent,1,970995,59
1651,4226,1,3,3,1981,Suburban,Poor,0,751486,44
1652,3647,3,2,3,2004,Urban,Fair,0,817018,21
1653,4589,2,3,3,1977,Downtown,Excellent,1,446608,48
1654,2690,3,2,3,1930,Rural,Excellent,1,505473,95
1655,1416,4,2,2,1990,Urban,Excellent,0,117804,35
1656,4486,1,3,1,1916,Downtown,Poor,1,874832,109
1657,3375,3,3,3,1954,Urban,Poor,0,479767,71
1658,1940,1,2,3,2009,Urban,Fair,0,864520,16
1659,4900,1,2,1,1992,Downtown,Fair,1,261087,33
1660,1235,2,3,1,1935,Rural,Fair,0,992969,90
1661,4068,2,3,1,2000,Urban,Excellent,0,491371,25
1662,3838,4,4,1,1925,Rural,Good,1,137893,100
1663,3515,5,2,1,1952,Rural,Poor,0,842401,73
1664,3389,1,2,1,1916,Rural,Excellent,0,58981,109
1665,1461,5,4,2,1985,Downtown,Excellent,0,464248,40
1666,3489,4,2,1,1924,Suburban,Fair,0,366235,101
1667,4348,1,1,1,1901,Rural,Fair,1,157154,124
1668,1526,1,2,2,2018,Suburban,Excellent,1,336552,7
1669,4365,5,4,1,1985,Suburban,Poor,1,729601,40
1670,3363,3,1,3,1904,Urban,Poor,0,884372,121
1671,3001,2,3,3,1903,Rural,Excellent,1,526154,122
1672,2447,3,4,1,1935,Rural,Good,1,756465,90
1673,1677,5,4,2,1905,Rural,Good,1,242122,120
1674,511,2,3,3,2015,Suburban,Poor,0,53657,10
1675,4899,3,4,2,1920,Downtown,Fair,1,857662,105
1676,3864,2,2,3,1976,Suburban,Good,1,986184,49
1677,3522,1,3,1,2017,Rural,Good,0,263766,8
1678,3871,3,4,2,2000,Rural,Fair,0,659019,25
1679,3330,2,3,2,2018,Rural,Good,0,223412,7
1680,542,2,3,2,1988,Suburban,Excellent,0,741310,37
1681,1443,2,3,3,1925,Rural,Good,0,713227,100
1682,2890,3,1,3,1954,Urban,Fair,0,783902,71
1683,3045,4,4,3,1938,Rural,Excellent,1,54329,87
1684,2911,3,1,1,1983,Downtown,Good,1,348009,42
1685,1504,5,4,3,1932,Urban,Poor,0,772300,93
1686,520,3,2,1,1913,Rural,Excellent,0,569897,112
1687,906,2,2,2,1955,Urban,Excellent,1,87869,70
1688,1514,1,2,2,1999,Rural,Poor,0,247977,26
1689,4931,3,4,1,1980,Downtown,Poor,0,956617,45
1690,2338,3,3,3,1920,Rural,Good,1,548185,105
1691,3688,2,3,1,1945,Urban,Good,0,133984,80
1692,1214,1,1,2,1915,Downtown,Fair,0,961604,110
1693,4646,1,1,2,2009,Suburban,Fair,1,151069,16
1694,4354,5,2,1,1915,Downtown,Excellent,1,298577,110
1695,4919,3,1,3,2019,Downtown,Poor,1,926143,6
1696,640,1,4,3,1983,Downtown,Poor,1,378396,42
1697,1463,1,4,1,1928,Urban,Fair,1,391530,97
1698,872,4,1,1,1991,Downtown,Excellent,0,168728,34
1699,4135,4,1,3,1907,Rural,Excellent,0,573846,118
1700,3041,1,1,2,1987,Downtown,Fair,0,969215,38
1701,4110,5,1,1,1902,Downtown,Fair,0,75801,123
1702,2192,1,2,3,1988,Rural,Fair,0,792647,37
1703,605,2,2,3,1918,Rural,Good,1,809925,107
1704,2181,3,1,2,1996,Suburban,Excellent,0,664997,29
1705,4597,5,4,2,1965,Downtown,Excellent,0,365414,60
1706,4516,2,2,2,1978,Urban,Excellent,0,514838,47
1707,3136,5,4,2,1985,Downtown,Fair,0,891967,40
1708,2637,2,3,2,2023,Downtown,Fair,0,305560,2
1709,3916,3,4,1,1973,Rural,Fair,1,818026,52
1710,4945,3,1,3,1981,Suburban,Fair,0,782119,44
1711,4030,4,3,1,1921,Downtown,Poor,0,66220,104
1712,1786,2,2,1,1945,Urban,Fair,0,325536,80
1713,3679,4,2,1,2012,Downtown,Good,0,528803,13
1714,4154,2,3,1,1990,Urban,Poor,0,445462,35
1715,2859,4,4,1,1912,Rural,Poor,0,332154,113
1716,944,3,2,2,1932,Suburban,Fair,1,176951,93
1717,535,5,1,2,1904,Downtown,Excellent,0,380502,121
1718,1975,4,3,3,1989,Suburban,Fair,1,533419,36
1719,4457,2,1,1,1976,Downtown,Excellent,1,198306,49
1720,2298,2,3,3,1926,Urban,Fair,0,932622,99
1721,2345,3,2,2,2020,Suburban,Fair,0,690083,5
1722,1908,2,4,2,1977,Downtown,Excellent,0,492667,48
1723,2208,1,3,2,1923,Rural,Excellent,1,959222,102
1724,3438,5,3,1,1966,Urban,Excellent,0,175223,59
1725,1800,4,1,1,2010,Suburban,Excellent,0,572886,15
1726,1743,5,2,2,2014,Downtown,Good,0,649493,11
1727,4476,3,1,3,1962,Suburban,Excellent,1,465000,63
1728,3597,4,2,3,2012,Downtown,Fair,1,997176,13
1729,509,4,1,2,1993,Urban,Fair,0,51082,32
1730,2925,1,3,3,1998,Rural,Good,1,454364,27
1731,2160,3,1,2,1947,Urban,Excellent,0,208566,78
1732,3131,2,4,3,1962,Suburban,Fair,1,911525,63
1733,1572,1,2,2,1977,Suburban,Good,0,364096,48
1734,3725,1,2,3,1911,Downtown,Fair,1,86719,114
1735,1816,5,3,1,1927,Urban,Good,0,98737,98
1736,4645,5,2,2,1943,Downtown,Good,0,502669,82
1737,4183,5,4,2,1992,Urban,Poor,1,157271,33
1738,3773,1,1,3,1942,Suburban,Poor,1,744896,83
1739,645,2,3,2,1916,Downtown,Excellent,1,231676,109
1740,3540,4,4,2,1939,Downtown,Poor,1,494049,86
1741,1962,5,2,2,1948,Urban,Good,1,981543,77
1742,2084,2,2,1,1984,Rural,Fair,0,642127,41
1743,982,3,4,1,1956,Urban,Fair,0,884363,69
1744,3679,5,1,3,1986,Rural,Excellent,1,352069,39
1745,1749,4,1,1,1983,Urban,Poor,0,232075,42
1746,1130,3,3,3,1963,Suburban,Excellent,0,492113,62
1747,1161,3,2,1,1974,Downtown,Good,1,137745,51
1748,4003,4,4,3,1956,Urban,Poor,0,176298,69
1749,3352,5,1,1,2020,Suburban,Excellent,0,667997,5
1750,2966,1,3,1,1997,Urban,Fair,1,354431,28
1751,1487,4,2,3,1973,Downtown,Fair,1,796086,52
1752,2046,4,2,2,1973,Urban,Excellent,0,476228,52
1753,1149,4,3,2,2006,Rural,Excellent,1,681540,19
1754,1468,3,3,1,2023,Downtown,Excellent,0,747143,2
1755,3137,2,1,3,1969,Rural,Good,1,421467,56
1756,1600,1,4,2,1999,Suburban,Good,1,511531,26
1757,940,5,2,3,1987,Suburban,Fair,1,789126,38
1758,1269,5,4,2,1975,Urban,Good,1,489707,50
1759,1843,2,2,3,1942,Rural,Good,0,270013,83
1760,4858,4,2,1,2018,Rural,Poor,1,501800,7
1761,4229,1,4,3,1922,Downtown,Good,1,849235,103
1762,4406,5,3,2,1926,Rural,Poor,0,230697,99
1763,2077,5,1,1,1957,Rural,Good,0,693107,68
1764,4508,4,2,3,2020,Downtown,Fair,0,929793,5
1765,3851,2,3,2,2008,Downtown,Excellent,0,63698,17
1766,2849,1,2,1,1936,Rural,Fair,1,65376,89
1767,4102,2,1,3,1905,Urban,Good,0,526870,120
1768,1741,2,2,2,1964,Downtown,Excellent,1,325261,61
1769,1625,1,1,3,1905,Downtown,Excellent,0,286591,120
1770,3101,1,1,3,1949,Rural,Excellent,1,481172,76
1771,1690,5,2,1,1921,Rural,Poor,0,98786,104
1772,4631,5,2,1,2004,Downtown,Fair,1,687293,21
1773,4948,1,1,2,1987,Rural,Poor,1,268850,38
1774,572,3,3,1,1924,Downtown,Excellent,0,378624,101
1775,2414,5,4,2,1978,Urban,Fair,1,737055,47
1776,2972,3,1,3,1989,Urban,Fair,1,969015,36
1777,3546,1,2,3,1971,Downtown,Good,1,889665,54
1778,1207,5,2,2,1950,Downtown,Poor,1,423166,75
1779,2304,2,3,3,1987,Suburban,Poor,0,465718,38
1780,4213,1,4,1,1947,Suburban,Good,1,493226,78
1781,3064,4,1,3,2001,Rural,Poor,1,142529,24
1782,2975,3,1,1,1969,Rural,Excellent,0,517121,56
1783,4110,1,4,2,2017,Downtown,Excellent,0,815784,8
1784,4755,1,1,2,1998,Downtown,Poor,0,489705,27
1785,3323,5,4,3,2005,Suburban,Good,1,675207,20
1786,2235,5,2,3,1964,Suburban,Fair,1,919965,61
1787,2085,5,4,1,1959,Downtown,Poor,0,524381,66
1788,566,4,1,1,1945,Urban,Fair,1,999453,80
1789,3561,5,4,3,1935,Urban,Good,0,522803,90
1790,2928,1,3,3,1957,Rural,Fair,1,536275,68
1791,4653,5,2,2,1975,Downtown,Good,0,772670,50
1792,841,2,2,2,1937,Downtown,Good,1,259870,88
1793,3274,5,4,2,1910,Rural,Excellent,0,643695,115
1794,3317,4,1,3,1911,Suburban,Excellent,1,648097,114
1795,3161,2,3,3,1941,Suburban,Good,0,329373,84
1796,1732,1,2,3,2013,Urban,Poor,1,994889,12
1797,4374,1,2,2,1938,Downtown,Excellent,1,616464,87
1798,2901,3,1,3,1970,Suburban,Good,1,669113,55
1799,1994,2,1,1,1910,Urban,Fair,0,970764,115
1800,4711,3,3,3,1935,Urban,Fair,1,147555,90
1801,1161,2,4,3,1951,Urban,Poor,1,577433,74
1802,4383,2,1,3,1930,Suburban,Fair,1,147289,95
1803,4119,4,4,3,1932,Suburban,Fair,0,713162,93
1804,2368,3,3,3,1912,Downtown,Good,1,838695,113
1805,2834,4,4,1,1917,Downtown,Fair,0,470129,108
1806,3874,2,2,1,1940,Urban,Fair,1,107788,85
1807,1516,1,4,3,1957,Urban,Fair,0,713515,68
1808,4906,2,3,2,1955,Suburban,Fair,0,706282,70
1809,707,4,3,3,1923,Suburban,Good,1,777591,102
1810,3165,3,3,3,1972,Downtown,Fair,0,201744,53
1811,2993,3,4,3,1930,Downtown,Poor,0,219598,95
1812,1132,4,2,2,1954,Rural,Excellent,1,881776,71
1813,2602,3,1,2,2004,Downtown,Poor,0,959251,21
1814,3459,5,2,2,1909,Suburban,Excellent,0,462230,116
1815,3583,1,4,1,1959,Urban,Poor,0,647640,66
1816,2431,1,4,2,1901,Rural,Excellent,0,534495,124
1817,4219,1,1,1,2001,Downtown,Excellent,1,352468,24
1818,3062,3,4,1,1914,Downtown,Excellent,0,557745,111
1819,2179,3,3,2,1902,Suburban,Excellent,0,930507,123
1820,736,2,3,2,1942,Rural,Good,1,276710,83
1821,4943,2,3,2,1930,Downtown,Poor,1,744058,95
1822,2040,1,3,1,1969,Urban,Excellent,0,913601,56
1823,4443,5,3,3,1966,Suburban,Poor,1,859816,59
1824,863,2,4,2,1955,Rural,Fair,1,577800,70
1825,2868,2,1,2,1962,Downtown,Excellent,1,973570,63
1826,785,3,1,2,1974,Downtown,Poor,1,736860,51
1827,648,5,3,1,1914,Rural,Good,1,173775,111
1828,4537,1,4,1,2008,Suburban,Poor,1,128743,17
1829,2266,2,2,3,2015,Rural,Excellent,1,397786,10
1830,1512,5,2,2,1991,Rural,Fair,1,441731,34
1831,3331,5,4,1,1909,Suburban,Poor,1,654146,116
1832,3007,1,3,3,1937,Downtown,Fair,0,629088,88
1833,2023,5,1,2,1946,Urban,Good,0,506356,79
1834,3285,5,4,1,1956,Suburban,Poor,0,674652,69
1835,3056,5,2,2,1949,Urban,Poor,0,555533,76
1836,4225,2,2,2,2013,Downtown,Good,0,314531,12
1837,2101,1,2,1,1970,Rural,Good,1,237232,55
1838,2908,5,3,1,1914,Urban,Good,1,778927,111
1839,840,5,2,1,1917,Downtown,Excellent,0,182871,108
1840,3317,2,4,2,1981,Downtown,Excellent,0,169095,44
1841,2996,1,4,2,2015,Rural,Poor,1,609836,10
1842,2225,3,2,3,2004,Rural,Poor,0,140450,21
1843,2189,2,4,2,1987,Downtown,Poor,1,679957,38
1844,3767,1,2,1,1901,Downtown,Fair,0,916603,124
1845,4906,5,2,2,2003,Urban,Good,1,483595,22
1846,761,1,1,3,1983,Downtown,Poor,0,357558,42
1847,1942,1,3,3,1997,Downtown,Good,1,647359,28
1848,905,1,3,1,1942,Urban,Excellent,0,687096,83
1849,2690,3,1,1,1925,Suburban,Good,0,550884,100
1850,4937,1,1,3,1970,Urban,Fair,1,128591,55
1851,743,3,3,3,1937,Urban,Fair,1,798501,88
1852,4607,5,2,3,1993,Rural,Good,0,316441,32
1853,1060,3,2,1,1941,Urban,Fair,0,683801,84
1854,4637,5,3,3,1904,Downtown,Fair,1,965100,121
1855,3225,5,2,3,1910,Downtown,Excellent,1,922911,115
1856,1093,3,1,1,1964,Downtown,Poor,1,148752,61
1857,2326,2,2,2,1933,Suburban,Fair,0,186080,92
1858,3729,4,2,2,2019,Downtown,Poor,0,267885,6
1859,3787,1,4,3,1900,Suburban,Good,1,427625,125
1860,4573,4,4,2,1982,Downtown,Good,0,197892,43
1861,633,1,4,2,1901,Urban,Fair,0,514764,124
1862,3638,1,2,2,1984,Rural,Good,1,203325,41
